-8.64,5.24,0.0,0.0,0.0,0.337690512439,0.941257200668,True,14.62,22.05,0.0
-8.62,5.24,0.0,0.0,0.0,0.367738219295,0.929929353268,True,0.16,0.0,0.8
-8.6,5.24,0.0,0.0,0.0,0.397529163156,0.917589540285,True,0.16,0.0,0.8
-8.58,5.24,0.0,0.0,0.0,0.42415539625,0.905589421224,True,0.17,0.0,0.8
-8.56,5.24,0.0,0.0,0.0,0.43935144616,0.898315260227,True,0.18,0.0,0.8
-8.54,5.24,0.0,0.0,0.0,0.450999424584,0.892524240021,True,0.19,0.0,0.8
-8.52,5.24,0.0,0.0,0.0,0.461810380804,0.886978676284,True,0.2,0.0,0.8
-8.52,5.24,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.2,0.0,0.8
-8.5,5.26,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.22,0.0,0.8
-8.48,5.28,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.25,0.0,0.8
-8.46,5.3,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.28,0.0,0.8
-8.44,5.32,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.31,0.0,0.8
-8.42,5.34,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.34,0.0,0.8
-8.4,5.36,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.37,0.0,0.8
-8.38,5.38,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.39,0.0,0.8
-8.36,5.4,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.42,0.0,0.8
-8.34,5.42,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.45,0.0,0.8
-8.32,5.44,0.0,0.0,0.0,0.457581580858,0.88916764272,True,0.46,0.0,0.8
-8.3,5.48,0.0,0.0,0.0,0.4472135955,0.894427191,True,0.49,0.0,0.8
-8.3,5.5,0.0,0.0,0.0,0.433188730489,0.901303236307,True,0.49,0.0,0.8
-8.3,5.52,0.0,0.0,0.0,0.419732998408,0.907647624383,True,0.49,0.0,0.8
-8.3,5.54,0.0,0.0,0.0,0.394493686949,0.91889865108,True,0.49,0.0,0.8
-8.3,5.56,0.0,0.0,0.0,0.382683432365,0.923879532511,True,0.49,0.0,0.8
-8.28,5.6,0.0,0.0,0.0,0.370167067751,0.928965199538,True,0.5,0.0,0.8
-8.28,5.6,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.5,0.0,0.8
-8.26,5.62,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.53,0.0,0.8
-8.24,5.64,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.55,0.0,0.8
-8.22,5.66,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.58,0.05,0.8
-8.2,5.68,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.55,0.06,0.8
-8.18,5.7,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.51,0.05,0.8
-8.16,5.72,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.48,0.03,0.8
-8.14,5.74,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.46,0.04,0.8
-8.12,5.76,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.43,0.09,0.8
-8.1,5.78,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.36,0.0,0.8
-8.08,5.8,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.38,0.0,0.8
-8.06,5.82,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.41,0.0,0.8
-8.04,5.84,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.44,0.0,0.8
-8.02,5.86,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.47,0.0,0.8
-8.0,5.88,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.47,0.02,0.8
-7.98,5.9,0.0,0.0,0.0,0.359488679152,0.933149446531,True,0.48,0.02,0.8
-7.96,5.92,0.0,0.0,0.0,0.358263767183,0.93362041169,True,0.48,0.02,0.8
-7.92,5.94,0.0,0.0,0.0,0.370167067751,0.928965199538,True,0.5,0.04,0.8
-7.92,5.94,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.45,0.01,0.8
-7.9,5.96,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.46,0.02,0.8
-7.88,5.98,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.46,0.01,0.8
-7.86,6.0,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.47,0.02,0.8
-7.84,6.02,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.47,0.02,0.8
-7.82,6.04,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.48,0.04,0.8
-7.8,6.06,0.0,0.0,0.0,0.370810306225,0.928708628579,True,0.46,0.03,0.8
