2.900000344,-8.649999828,0,0,0,1,-4.37E-08
2.400000337,-8.649999828,0,0,0,1,-4.37E-08
1.900000329,-8.649999828,0,0,0,1,-4.37E-08
1.400000322,-8.649999828,0,0,0,1,-4.37E-08
1.400000322,-9.049999834,0,0,0,-0.707106797,0.707106766
1.900000329,-9.049999834,0,0,0,0,1
2.400000337,-9.049999834,0,0,0,0,1
2.900000344,-9.049999834,0,0,0,0,1
3.400000352,-9.049999834,0,0,0,0,1
3.900000359,-9.049999834,0,0,0,0,1
4.400000367,-9.049999834,0,0,0,0,1
4.900000374,-9.049999834,0,0,0,0,1
5.400000381,-9.049999834,0,0,0,0,1
5.900000389,-9.049999834,0,0,0,0,1
6.400000396,-9.049999834,0,0,0,0,1
6.900000404,-9.049999834,0,0,0,0,1
7.400000411,-9.049999834,0,0,0,0,1
7.900000419,-9.049999834,0,0,0,0,1
8.400000426,-9.049999834,0,0,0,0,1
8.900000434,-9.049999834,0,0,0,0,1
9.400000441,-9.049999834,0,0,0,0,1
9.400000441,-9.349999838,0,0,0,-0.707106797,0.707106766
8.900000434,-9.44999984,0,0,0,-0.995133331,0.098537576
8.400000426,-9.44999984,0,0,0,1,-4.37E-08
7.900000419,-9.44999984,0,0,0,1,-4.37E-08
7.400000411,-9.44999984,0,0,0,1,-4.37E-08
6.900000404,-9.44999984,0,0,0,1,-4.37E-08
6.400000396,-9.44999984,0,0,0,1,-4.37E-08
5.900000389,-9.44999984,0,0,0,1,-4.37E-08
5.400000381,-9.44999984,0,0,0,1,-4.37E-08
4.900000374,-9.44999984,0,0,0,1,-4.37E-08
4.400000367,-9.44999984,0,0,0,1,-4.37E-08
3.900000359,-9.44999984,0,0,0,1,-4.37E-08
3.400000352,-9.44999984,0,0,0,1,-4.37E-08
2.900000344,-9.44999984,0,0,0,1,-4.37E-08
2.400000337,-9.44999984,0,0,0,1,-4.37E-08
1.900000329,-9.44999984,0,0,0,1,-4.37E-08
1.400000322,-9.399999839,0,0,0,0.998758527,0.049813703
-2.09999973,-8.09999982,0,0,0,0.984232011,0.176882301
-2.599999738,-8.09999982,0,0,0,1,-4.37E-08
-3.099999745,-8.09999982,0,0,0,1,-4.37E-08
-3.599999753,-8.09999982,0,0,0,1,-4.37E-08
-4.09999976,-8.09999982,0,0,0,1,-4.37E-08
-4.599999768,-8.09999982,0,0,0,1,-4.37E-08
-5.099999775,-8.09999982,0,0,0,1,-4.37E-08
-5.599999782,-8.09999982,0,0,0,1,-4.37E-08
-6.09999979,-8.09999982,0,0,0,1,-4.37E-08
-6.599999797,-8.09999982,0,0,0,1,-4.37E-08
-7.099999805,-8.09999982,0,0,0,1,-4.37E-08
-7.599999812,-8.09999982,0,0,0,1,-4.37E-08
-8.09999982,-8.09999982,0,0,0,1,-4.37E-08
-8.599999827,-8.09999982,0,0,0,1,-4.37E-08
-9.099999835,-8.09999982,0,0,0,1,-4.37E-08
-9.549999841,-8.09999982,0,0,0,1,-4.37E-08
-9.549999841,-8.399999824,0,0,0,-0.707106797,0.707106766
-9.049999834,-8.399999824,0,0,0,0,1
-8.549999826,-8.399999824,0,0,0,0,1
-8.049999819,-8.399999824,0,0,0,0,1
-7.549999812,-8.399999824,0,0,0,0,1
-7.049999804,-8.399999824,0,0,0,0,1
-6.549999797,-8.399999824,0,0,0,0,1
-6.049999789,-8.399999824,0,0,0,0,1
-5.549999782,-8.399999824,0,0,0,0,1
-5.049999774,-8.399999824,0,0,0,0,1
-4.549999767,-8.399999824,0,0,0,0,1
-4.049999759,-8.399999824,0,0,0,0,1
-3.549999752,-8.399999824,0,0,0,0,1
-3.049999744,-8.399999824,0,0,0,0,1
-2.549999737,-8.399999824,0,0,0,0,1
-2.04999973,-8.399999824,0,0,0,0,1
-1.599999723,-8.399999824,0,0,0,0,1
-1.599999723,-8.79999983,0,0,0,-0.707106797,0.707106766
-2.09999973,-8.79999983,0,0,0,1,-4.37E-08
-2.599999738,-8.79999983,0,0,0,1,-4.37E-08
-3.099999745,-8.79999983,0,0,0,1,-4.37E-08
-3.599999753,-8.79999983,0,0,0,1,-4.37E-08
-4.049999759,-8.549999826,0,0,0,0.968028241,0.250841233
-4.549999767,-8.549999826,0,0,0,1,-4.37E-08
-4.999999774,-8.79999983,0,0,0,-0.968028241,0.250841233
-5.499999781,-8.79999983,0,0,0,1,-4.37E-08
-5.999999788,-8.79999983,0,0,0,1,-4.37E-08
-6.499999796,-8.79999983,0,0,0,1,-4.37E-08
